,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника (местный),Номер срока в сутках по ПДЗВ,Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная дальность видимости,Пр.нал.знака >,Общее количество облачности,Количество облачности нижнего яруса,Форма облаков верхнего яруса,Форма облаков среднего яруса,Форма облаков вертикального развития,Слоистые и слоисто-кучевые облака,"Слоисто-дожд,разорванно-дождевые облака",Высота нижней границы облачности,Признак способа определения выс. н. г,Признак наличия облачности ниже уровня станции,Погода между сроками,Погода в срок наблюдения,Направление ветра,Средняя скорость ветра,Признак наличия знака >,Максимальная скорость ветра,Признак наличия знака >,Сумма осадков,Температура поверхности почвы,Температура поверхности почвы по минимальному термометру,Мин. температура пов-сти почвы между сроками,Макс. температура пов-сти почвы между сроками,Температура пов-сти почвы по макс. терм-ру п/встр.,Температура воздуха по сухому терм-ру,Темп.воздуха по смоченному терм-ру,Признак нал. льда на батисте,Температура воздуха по мин. терм-ру,Мин.температура воздуха между сроками,Макс. темперура воздуха между сроками,Темпера воздуха по макс. терм-ру после встрях.,Парциальное давление водяного пара,Указатель точности элемента,Относительная влажность воздуха,Дефицит насыщения водяного пара,Указатель точности элемента,Температура точки росы,Атмосферное давление на уровне станции,Атмосферное давление на уровне моря,Характеристика барической тенденции,Величина барической тенденции,date
982,28537,1968,9,9,15,1968,9,9,18,8,20,4,20,98,0, 8, 7, 1, 0, 0, 2, 0, 800,0,  , 8, 2, 20, 3,0,  ,0,   0.1,  5.0,     ,     ,     ,     ,  4.2,     ,0,     ,     ,     ,     ,     ,1.0, 93,   0.50,1.0,  3.0, 971.3,1012.7, 2, 0.2,1968-09-09
983,28537,1968,9,10,15,1968,9,10,18,8,20,4,20,98,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,340, 3,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  3.2,     ,0,     ,     ,     ,     ,     ,1.0, 74,   2.00,1.0, -1.0, 967.8,1009.2, 4, 0.0,1968-09-10
984,28537,1968,9,11,15,1968,9,11,18,8,20,4,20,98,0, 6, 2, 1, 0, 0, 0, 0,    ,0,  , 8, 1,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.4,     ,0,     ,     ,     ,     ,     ,1.0, 78,   1.60,1.0, -2.0, 966.7,1008.2, 2, 0.6,1968-09-11
985,28537,1968,9,12,15,1968,9,12,18,8,20,4,20,98,0,10,12, 8, 2, 0, 0, 3, 400,0,  , 7,71,270, 7,0,  ,0,   0.3,  2.0,     ,     ,     ,     ,  1.1,     ,0,     ,     ,     ,     ,     ,1.0, 91,   0.60,1.0,  0.0, 968.3,1010.1, 8, 0.3,1968-09-12
986,28537,1968,9,13,15,1968,9,13,18,8,20,4,20,98,0,10,10, 8, 8, 2, 0, 0, 800,0,  , 2, 2,270, 5,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  5.2,     ,0,     ,     ,     ,     ,     ,1.0, 81,   1.60,1.0,  2.0, 976.9,1018.2, 2, 1.2,1968-09-13
987,28537,1968,9,14,15,1968,9,14,18,8,20,4,20,98,0,12, 5, 0, 1, 0, 2, 0, 700,1,  , 2, 2,250, 4,0,  ,0,   0.0,  8.0,     ,     ,     ,     ,  9.0,     ,0,     ,     ,     ,     ,     ,1.0, 73,   3.10,1.0,  4.0, 978.9,1019.8, 4, 0.0,1968-09-14
988,28537,1968,9,15,15,1968,9,15,18,8,20,4,20,98,0, 4, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,200, 2,0,  ,0,   0.0, 10.0,     ,     ,     ,     , 12.0,     ,0,     ,     ,     ,     ,     ,1.0, 52,   6.80,1.0,  2.0, 981.0,1021.4, 3, 0.1,1968-09-15
989,28537,1968,9,16,15,1968,9,16,18,8,20,4,20,98,0,10, 0, 3, 4, 0, 0, 0,    ,0,  , 2,60,200, 5,0,  ,0,   0.0, 13.0,     ,     ,     ,     , 14.6,     ,0,     ,     ,     ,     ,     ,1.0, 50,   8.30,1.0,  4.0, 972.7,1012.4, 7, 1.8,1968-09-16
990,28537,1968,9,17,15,1968,9,17,18,8,20,4,20,98,0, 4, 3, 1, 1, 4, 0, 0, 900,1,  , 1, 2,200, 1,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  7.0,     ,0,     ,     ,     ,     ,     ,1.0, 85,   1.40,1.0,  5.0, 966.3,1006.8, 7, 0.7,1968-09-17
991,28537,1968,9,18,15,1968,9,18,18,8,20,4,20,98,0, 1, 1, 0, 0, 0, 2, 0, 800,1,  , 1, 1,270, 4,0,  ,0,   0.0, -1.0,     ,     ,     ,     , -0.2,     ,0,     ,     ,     ,     ,     ,1.0, 68,   1.90,1.0, -5.0, 977.5,1019.8, 2, 2.0,1968-09-18
992,28537,1968,9,19,15,1968,9,19,18,8,20,4,20,98,0, 8, 0, 0, 1, 0, 0, 0,    ,0,  , 2, 2,200, 3,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  4.3,     ,0,     ,     ,     ,     ,     ,1.0, 60,   3.30,1.0, -3.0, 980.1,1021.8, 3, 0.3,1968-09-19
993,28537,1968,9,20,15,1968,9,20,18,8,20,4,20,96,0,10,10, 8, 8, 0, 0, 6, 400,1,  , 6,63, 20, 2,0,  ,0,   7.7,  5.0,     ,     ,     ,     ,  4.9,     ,0,     ,     ,     ,     ,     ,1.0, 98,   0.20,1.0,  5.0, 973.3,1014.7, 7, 3.2,1968-09-20
994,28537,1968,9,21,15,1968,9,21,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 2, 0,1100,1,  , 2, 3, 50, 1,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  6.6,     ,0,     ,     ,     ,     ,     ,1.0, 87,   1.30,1.0,  4.0, 977.3,1018.4, 2, 1.5,1968-09-21
995,28537,1968,9,22,15,1968,9,22,18,8,20,4,20,  ,0, 5, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,160, 2,0,  ,0,   0.0,  5.0,     ,     ,     ,     ,  6.8,     ,0,     ,     ,     ,     ,     ,1.0, 82,   1.80,1.0,  4.0, 982.6,1024.1, 3, 0.1,1968-09-22
996,28537,1968,9,23,15,1968,9,23,18,8,20,4,20,  ,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 2, 2,  0, 0,0,  ,0,   0.0,  8.0,     ,     ,     ,     ,  8.4,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.60,1.0,  8.0, 976.2,1017.1, 8, 0.3,1968-09-23
997,28537,1968,9,24,15,1968,9,24,18,8,20,4,20,  ,0, 4, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 1,140, 1,0,  ,0,   0.0, 12.0,     ,     ,     ,     , 16.6,     ,0,     ,     ,     ,     ,     ,1.0, 79,   4.10,1.0, 13.0, 974.1,1013.5, 4, 0.0,1968-09-24
998,28537,1968,9,25,15,1968,9,25,18,8,20,4,20,  ,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2,270, 1,0,  ,0,   0.0, 10.0,     ,     ,     ,     , 14.1,     ,0,     ,     ,     ,     ,     ,1.0, 70,   4.80,1.0,  9.0, 980.9,1020.9, 2, 1.2,1968-09-25
999,28537,1968,9,26,15,1968,9,26,18,8,20,4,20,  ,0,12, 0, 3, 1, 0, 0, 0,    ,0,  , 2, 2,200, 1,0,  ,0,   0.0, 13.0,     ,     ,     ,     , 17.6,     ,0,     ,     ,     ,     ,     ,1.0, 54,   9.10,1.0,  8.0, 980.6,1020.0, 2, 0.7,1968-09-26
1000,28537,1968,9,27,15,1968,9,27,18,8,20,4,20,  ,0, 2, 0, 0, 1, 0, 0, 0,    ,0,  , 0, 2,160, 2,0,  ,0,   0.0, 12.0,     ,     ,     ,     , 16.2,     ,0,     ,     ,     ,     ,     ,1.0, 52,   8.70,1.0,  7.0, 979.1,1018.9, 7, 0.8,1968-09-27
1001,28537,1968,9,28,15,1968,9,28,18,8,20,4,20,  ,0, 9, 0, 0, 1, 0, 0, 0,    ,0,  , 2, 2,360, 7,0,  ,0,   0.0,  8.0,     ,     ,     ,     ,  8.5,     ,0,     ,     ,     ,     ,     ,1.0, 80,   2.30,1.0,  5.0, 975.9,1016.7, 3, 1.8,1968-09-28
1002,28537,1968,9,29,15,1968,9,29,18,8,20,4,20,  ,0, 9, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2, 50, 7,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.1,     ,0,     ,     ,     ,     ,     ,1.0, 64,   2.40,1.0, -5.0, 987.1,1029.5, 2, 1.7,1968-09-29
1003,28537,1968,9,30,15,1968,9,30,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2, 70, 5,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  0.0,     ,0,     ,     ,     ,     ,     ,1.0, 60,   2.40,1.0, -7.0, 994.5,1037.5, 2, 0.7,1968-09-30
1004,28537,1968,10,1,15,1968,10,1,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  2.9,     ,0,     ,     ,     ,     ,     ,1.0, 46,   4.10,1.0, -8.0, 992.2,1034.5, 7, 0.1,1968-10-01
1005,28537,1968,10,2,15,1968,10,2,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2, 90, 4,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  3.5,     ,0,     ,     ,     ,     ,     ,1.0, 65,   2.70,1.0, -2.0, 993.5,1035.9, 3, 0.4,1968-10-02
1006,28537,1968,10,3,15,1968,10,3,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  5.4,     ,0,     ,     ,     ,     ,     ,1.0, 57,   3.90,1.0, -2.0, 994.5,1036.6, 3, 0.8,1968-10-03
1007,28537,1968,10,4,15,1968,10,4,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  5.9,     ,0,     ,     ,     ,     ,     ,1.0, 57,   4.00,1.0, -2.0, 995.4,1037.4, 7, 0.1,1968-10-04
1008,28537,1968,10,5,15,1968,10,5,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  6.8,     ,0,     ,     ,     ,     ,     ,1.0, 46,   5.30,1.0, -4.0, 993.1,1034.9, 7, 0.8,1968-10-05
1009,28537,1968,10,6,15,1968,10,6,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  4.8,     ,0,     ,     ,     ,     ,     ,1.0, 47,   4.50,1.0, -5.0, 985.8,1027.6, 6, 1.5,1968-10-06
1010,28537,1968,10,7,15,1968,10,7,18,8,20,4,20,  ,0, 8, 0, 0, 1, 0, 0, 0,    ,0,  , 6, 3,230, 1,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  4.4,     ,0,     ,     ,     ,     ,     ,1.0, 73,   2.30,1.0,  0.0, 987.3,1029.2, 2, 1.4,1968-10-07
1011,28537,1968,10,8,15,1968,10,8,18,8,20,4,20,  ,0, 7, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2,200, 4,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  7.2,     ,0,     ,     ,     ,     ,     ,1.0, 60,   4.10,1.0,  0.0, 985.5,1026.9, 8, 1.1,1968-10-08
1012,28537,1968,10,9,15,1968,10,9,18,8,20,4,20,  ,0,10, 4, 8, 2, 0, 0, 3, 400,1,  , 6,63,200, 5,0,  ,0,   2.4,  5.0,     ,     ,     ,     ,  5.3,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.60,1.0,  4.0, 981.9,1023.4, 4, 0.0,1968-10-09
1013,28537,1968,10,10,15,1968,10,10,18,8,20,4,20,  ,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2,180, 4,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  5.5,     ,0,     ,     ,     ,     ,     ,1.0, 71,   2.60,1.0,  1.0, 980.6,1022.0, 8, 2.0,1968-10-10
1014,28537,1968,10,11,15,1968,10,11,18,8,20,4,20,  ,0, 4, 4, 0, 1, 0, 0, 0,    ,0,  , 1, 1,200, 5,0,  ,0,   0.0, 10.0,     ,     ,     ,     , 12.8,     ,0,     ,     ,     ,     ,     ,1.0, 58,   6.20,1.0,  5.0, 973.1,1014.0, 2, 0.2,1968-10-11
1015,28537,1968,10,12,15,1968,10,12,18,8,20,4,20,  ,0, 2, 2, 0, 0, 2, 0, 0, 700,1,  , 8, 1,360, 4,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -0.9,     ,0,     ,     ,     ,     ,     ,1.0, 82,   1.00,1.0, -4.0, 988.1,1031.1, 2, 2.3,1968-10-12
1016,28537,1968,10,13,15,1968,10,13,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 1, 1,  0, 0,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -0.1,     ,0,     ,     ,     ,     ,     ,1.0, 84,   1.00,1.0, -2.0, 989.8,1032.6, 7, 1.2,1968-10-13
1017,28537,1968,10,14,15,1968,10,14,18,8,20,4,20,  ,0, 3, 0, 1, 1, 0, 0, 0,    ,0,  , 0, 2,140, 3,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  6.2,     ,0,     ,     ,     ,     ,     ,1.0, 54,   4.30,1.0, -2.0, 982.3,1023.7, 7, 1.0,1968-10-14
1018,28537,1968,10,15,15,1968,10,15,18,8,20,4,20,  ,0,10, 3, 8, 2, 0, 0, 3, 500,1,  , 6,61,200, 4,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  8.0,     ,0,     ,     ,     ,     ,     ,1.0, 66,   3.70,1.0,  2.0, 972.9,1013.8, 6, 0.2,1968-10-15
1019,28537,1968,10,16,15,1968,10,16,18,8,20,4,20,  ,0,10, 4, 8, 2, 0, 0, 3, 400,1,  , 6,21,230, 3,0,  ,0,   0.5,  5.0,     ,     ,     ,     ,  6.4,     ,0,     ,     ,     ,     ,     ,1.0, 91,   0.80,1.0,  5.0, 971.5,1012.4, 7, 0.3,1968-10-16
1020,28537,1968,10,17,15,1968,10,17,18,8,20,4,20,  ,0,12,12, 0, 0, 2, 0, 0, 400,0,  , 8, 2,320, 7,0,  ,0,   0.0, -1.0,     ,     ,     ,     , -1.7,     ,0,     ,     ,     ,     ,     ,1.0, 72,   1.50,1.0, -6.0, 979.4,1022.1, 2, 2.4,1968-10-17
1021,28537,1968,10,18,15,1968,10,18,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,360, 2,0,  ,0,   0.0, -8.0,     ,     ,     ,     , -6.7,     ,0,     ,     ,     ,     ,     ,1.0, 77,   0.90,1.0,-10.0, 984.6,1028.3, 2, 0.5,1968-10-18
1022,28537,1968,10,19,15,1968,10,19,18,8,20,4,20,  ,0, 6, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 1,  0, 0,0,  ,0,   0.0, -3.0,     ,     ,     ,     , -3.5,     ,0,     ,     ,     ,     ,     ,1.0, 75,   1.20,1.0, -7.0, 982.5,1025.5, 7, 0.9,1968-10-19
1023,28537,1968,10,20,15,1968,10,20,18,8,20,4,20,  ,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 2, 2,140, 3,0,  ,0,   0.0, -1.0,     ,     ,     ,     ,  0.3,     ,0,     ,     ,     ,     ,     ,1.0, 63,   2.30,1.0, -6.0, 972.6,1017.7, 7, 2.7,1968-10-20
1024,28537,1968,10,21,15,1968,10,21,18,8,20,4,20,  ,0,10, 4, 8, 1, 0, 0, 3, 400,1,  , 8, 2,270, 5,0,  ,0,   0.0, -3.0,     ,     ,     ,     , -3.6,     ,0,     ,     ,     ,     ,     ,1.0, 80,   1.00,1.0, -7.0, 974.2,1016.9, 2, 0.7,1968-10-21
1025,28537,1968,10,22,15,1968,10,22,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3, 300,0,  , 7,73,230, 8,0,  ,0,   0.5, -2.0,     ,     ,     ,     , -1.2,     ,0,     ,     ,     ,     ,     ,1.0, 86,   0.80,1.0, -3.0, 968.2,1010.3, 7, 1.2,1968-10-22
1026,28537,1968,10,23,15,1968,10,23,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3, 200,0,  , 2,71,200, 5,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  0.3,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.30,1.0,  0.0, 965.5,1007.2, 8, 1.8,1968-10-23
1027,28537,1968,10,24,15,1968,10,24,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3, 300,0,  , 6,61,180, 5,0,  ,0,   0.7,  1.0,     ,     ,     ,     ,  2.3,     ,0,     ,     ,     ,     ,     ,1.0, 91,   0.60,1.0,  1.0, 953.1, 994.1, 8, 1.6,1968-10-24
1028,28537,1968,10,25,15,1968,10,25,18,8,20,4,20,  ,0, 9, 9, 0, 0, 2, 0, 0, 600,0,  , 8,85,270, 6,0,  ,0,   0.0, -5.0,     ,     ,     ,     , -8.3,     ,0,     ,     ,     ,     ,     ,1.0, 71,   1.00,1.0,-13.0, 963.0,1006.1, 2, 2.4,1968-10-25
1029,28537,1968,10,26,15,1968,10,26,18,8,20,4,20,  ,0, 2, 2, 0, 0, 2, 0, 0, 700,1,  , 8, 2,250, 1,0,  ,0,   0.0,-13.0,     ,     ,     ,     ,-11.1,     ,0,     ,     ,     ,     ,     ,1.0, 71,   0.70,1.0,-15.0, 967.8,1011.6, 3, 1.3,1968-10-26
1030,28537,1968,10,27,15,1968,10,27,18,8,20,4,20,  ,0,10, 0, 8, 2, 0, 0, 0,    ,0,  , 7,71,200, 6,0,  ,0,   0.0, -8.0,     ,     ,     ,     , -7.5,     ,0,     ,     ,     ,     ,     ,1.0, 72,   1.00,1.0,-12.0, 966.1,1009.0, 7, 3.4,1968-10-27
1031,28537,1968,10,28,15,1968,10,28,18,8,20,4,20,  ,0, 5, 4, 1, 0, 2, 0, 0, 700,1,  , 8,85,270, 5,0,  ,0,   0.4, -6.0,     ,     ,     ,     , -6.7,     ,0,     ,     ,     ,     ,     ,1.0, 80,   0.80,1.0,-10.0, 965.4,1008.2, 3, 4.3,1968-10-28
1032,28537,1968,10,29,15,1968,10,29,18,8,20,4,20,  ,0, 4, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,270, 3,0,  ,0,   0.0,-12.0,     ,     ,     ,     ,-13.3,     ,0,     ,     ,     ,     ,     ,1.0, 75,   0.50,1.0,-16.0, 987.1,1031.9, 2, 1.4,1968-10-29
1033,28537,1968,10,30,15,1968,10,30,18,8,20,4,20,  ,0,10, 0, 8, 2, 0, 0, 0,    ,0,  , 7,36,200, 7,0,  ,0,   0.0, -8.0,     ,     ,     ,     , -7.1,     ,0,     ,     ,     ,     ,     ,1.0, 58,   1.50,1.0,-14.0, 983.5,1027.3, 7, 0.4,1968-10-30
1034,28537,1968,10,31,15,1968,10,31,18,8,20,4,20,  ,0, 8, 2, 0, 1, 0, 0, 3, 500,1,  , 7,71,230,12,0,  ,0,   0.2, -4.0,     ,     ,     ,     , -3.9,     ,0,     ,     ,     ,     ,     ,1.0, 79,   1.00,1.0, -7.0, 975.4,1018.1, 7, 0.4,1968-10-31
1035,28537,1968,11,1,15,1968,11,1,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3,1600,0,  , 8,73,200, 5,0,  ,0,   1.1, -1.0,     ,     ,     ,     , -0.7,     ,0,     ,     ,     ,     ,     ,1.0, 88,   0.70,1.0, -2.0, 971.0,1013.1, 2, 0.8,1968-11-01
1036,28537,1968,11,2,15,1968,11,2,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 1, 0, 200,0,  , 5,51,200, 7,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  0.1,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.40,1.0, -1.0, 975.4,1017.6, 7, 0.5,1968-11-02
1037,28537,1968,11,3,15,1968,11,3,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 1, 0, 200,0,  , 5,51,230, 2,0,  ,0,   0.1,  0.0,     ,     ,     ,     ,  1.0,     ,0,     ,     ,     ,     ,     ,1.0, 98,   0.20,1.0,  1.0, 982.1,1024.3, 2, 0.8,1968-11-03
1038,28537,1968,11,4,15,1968,11,4,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 1, 0,1200,0,  , 5,53,270, 1,0,  ,0,   0.1,  0.0,     ,     ,     ,     ,  0.7,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.40,1.0,  0.0, 985.7,1028.2, 2, 1.1,1968-11-04
1039,28537,1968,11,5,15,1968,11,5,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 1, 0, 200,0,  , 2, 2,230, 4,0,  ,0,   0.0, -1.0,     ,     ,     ,     , -0.8,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.40,1.0, -2.0, 989.1,1032.1, 4, 0.0,1968-11-05
1040,28537,1968,11,6,15,1968,11,6,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,200, 5,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  0.8,     ,0,     ,     ,     ,     ,     ,1.0, 54,   3.00,1.0, -7.0, 979.9,1021.9, 7, 1.8,1968-11-06
1041,28537,1968,11,7,15,1968,11,7,18,8,20,4,20,  ,0,12, 4, 0, 1, 2, 0, 0, 400,1,  , 7,85,270, 5,0,  ,0,   0.0, -5.0,     ,     ,     ,     , -4.5,     ,0,     ,     ,     ,     ,     ,1.0, 78,   1.00,1.0, -8.0, 976.3,1019.1, 2, 0.9,1968-11-07
1042,28537,1968,11,8,15,1968,11,8,18,8,20,4,20,  ,0,12,12, 0, 0, 2, 0, 0, 400,0,  , 7,85,270, 5,0,  ,0,   0.0, -8.0,     ,     ,     ,     , -7.9,     ,0,     ,     ,     ,     ,     ,1.0, 81,   0.70,1.0,-11.0, 986.9,1030.7, 2, 1.6,1968-11-08
1043,28537,1968,11,9,15,1968,11,9,18,8,20,4,20,  ,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,230, 6,0,  ,0,   0.0, -9.0,     ,     ,     ,     , -6.5,     ,0,     ,     ,     ,     ,     ,1.0, 63,   1.40,1.0,-12.0, 984.1,1027.8, 3, 1.4,1968-11-09
1044,28537,1968,11,10,15,1968,11,10,18,8,20,4,20,  ,0,12, 4, 1, 1, 2, 0, 0, 800,1,  , 8,85,270, 1,0,  ,0,   0.0, -9.0,     ,     ,     ,     , -8.9,     ,0,     ,     ,     ,     ,     ,1.0, 86,   0.40,1.0,-11.0, 989.0,1033.3, 2, 0.1,1968-11-10
1045,28537,1968,11,11,15,1968,11,11,18,8,20,4,20,  ,0,10, 3, 8, 2, 0, 0, 3, 400,1,  , 2, 2,200, 5,0,  ,0,   0.0, -7.0,     ,     ,     ,     , -7.1,     ,0,     ,     ,     ,     ,     ,1.0, 79,   0.80,1.0,-10.0, 982.5,1026.0, 7, 0.8,1968-11-11
1046,28537,1968,11,12,15,1968,11,12,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3, 400,0,  , 7, 2,230, 3,0,  ,0,   0.0, -6.0,     ,     ,     ,     , -5.6,     ,0,     ,     ,     ,     ,     ,1.0, 81,   0.70,1.0, -8.0, 980.9,1024.1, 2, 0.2,1968-11-12
1047,28537,1968,11,13,15,1968,11,13,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3, 200,0,  , 7,73,140, 5,0,  ,0,   0.9, -2.0,     ,     ,     ,     , -2.4,     ,0,     ,     ,     ,     ,     ,1.0, 96,   0.20,1.0, -3.0, 975.1,1017.6, 7, 1.8,1968-11-13
1048,28537,1968,11,14,15,1968,11,14,18,8,20,4,20,  ,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 2, 3,270, 4,0,  ,0,   0.0,-12.0,     ,     ,     ,     ,-12.4,     ,0,     ,     ,     ,     ,     ,1.0, 77,   0.60,1.0,-16.0, 971.1,1015.0, 2, 0.6,1968-11-14
1049,28537,1968,11,15,15,1968,11,15,18,8,20,4,20,  ,0,10, 4, 8, 1, 0, 0, 3, 400,1,  , 7,73,230, 7,0,  ,0,   0.5, -9.0,     ,     ,     ,     , -9.4,     ,0,     ,     ,     ,     ,     ,1.0, 85,   0.50,1.0,-12.0, 970.7,1014.1, 8, 1.9,1968-11-15
1050,28537,1968,11,16,15,1968,11,16,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 0, 2, 300,0,  , 7,73, 20, 1,0,  ,0,   0.8, -6.0,     ,     ,     ,     , -9.3,     ,0,     ,     ,     ,     ,     ,1.0, 93,   0.20,1.0,-10.0, 981.0,1024.9, 2, 1.5,1968-11-16
1051,28537,1968,11,17,15,1968,11,17,18,8,20,4,20,  ,0,10,12, 8, 2, 0, 0, 3, 300,0,  , 8,71,250, 3,0,  ,0,   0.0, -6.0,     ,     ,     ,     , -6.3,     ,0,     ,     ,     ,     ,     ,1.0, 86,   0.50,1.0, -8.0, 980.9,1024.3, 2, 0.2,1968-11-17
1052,28537,1968,11,18,15,1968,11,18,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 0, 2, 300,0,  , 7,71,230, 7,0,  ,0,   0.0, -7.0,     ,     ,     ,     , -6.5,     ,0,     ,     ,     ,     ,     ,1.0, 86,   0.60,1.0, -9.0, 968.9,1011.9, 7, 1.4,1968-11-18
1053,28537,1968,11,19,15,1968,11,19,18,8,20,4,20,  ,0, 3, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 2,320, 1,0,  ,0,   0.0,-22.0,     ,     ,     ,     ,-14.9,     ,0,     ,     ,     ,     ,     ,1.0, 74,   0.50,1.0,-18.0, 978.2,1023.0, 2, 1.3,1968-11-19
1054,28537,1968,11,20,15,1968,11,20,18,8,20,4,20,  ,0,10, 0, 8, 2, 0, 0, 0,    ,0,  , 7,71,230, 4,0,  ,0,   0.2,-17.0,     ,     ,     ,     ,-17.1,     ,0,     ,     ,     ,     ,     ,1.0, 77,   0.40,1.0,-20.0, 978.2,1023.4, 6, 0.9,1968-11-20
1055,28537,1968,11,21,15,1968,11,21,18,8,20,4,20,  ,0,10,10, 8, 8, 0, 0, 2, 300,0,  , 7,71,270, 6,0,  ,0,   0.3, -4.0,     ,     ,     ,     , -3.0,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.40,1.0, -4.0, 971.5,1013.9, 3, 0.5,1968-11-21
1056,28537,1968,11,22,15,1968,11,22,18,8,20,4,20,  ,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2, 20, 1,0,  ,0,   0.0,-30.0,     ,     ,     ,     ,-23.0,     ,0,     ,     ,     ,     ,     ,1.0, 65,   0.40,1.0,-28.0, 987.3,1033.9, 2, 2.7,1968-11-22
1057,28537,1968,11,23,15,1968,11,23,18,8,20,4,20,  ,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 7,71,  0, 0,0,  ,0,   0.2,-16.0,     ,     ,     ,     ,-17.8,     ,0,     ,     ,     ,     ,     ,1.0, 81,   0.30,1.0,-21.0, 989.8,1035.8, 4, 0.0,1968-11-23
